"","MState","MAge","Myear","MPlace","Enc_1995","Enc_1996","Enc_1997","Enc_1998","Enc_1999","Enc_2000","Enc_2001","Enc_2002","Enc_2003","Enc_2004","Enc_2005","Enc_2006","Enc_2007","Enc_2008","Enc_2009","Enc_2010","Enc_2011","Enc_2012","Enc_2013","Enc_2014","Enc_2015","Enc_2016","Enc_2017","Ch","Ad","uin"
"2432","Aa","2+",2014,"Storskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","36","0","36",0,1,"ACC  633"
"2433","Aa","2+",2014,"Storskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","36","36","0",0,1,"ACC  623"
"2434","Aa","2+",2014,"Storskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","36","36","0",0,1,"ACC  629"
"2435","Aa","2+",2014,"Storskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","36","36","0",0,1,"ACC  641"
"2436","Aa","2+",2014,"Storskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","36","36","0",0,1,"ACC  665"
"2437","Aa","2+",2014,"Storskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","36","36","0",0,1,"ACC  667"
"2438",NA,"2+",2014,"Stridsbådan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0",0,6,NA
"2439","Aa","2+",2014,"Stridsbådan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","12",0,1,"ABX  979"
"2440","Aa","2+",2014,"Stridsbådan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","12",0,1,"ABX  984"
"2441","Aa","2+",2014,"Stridsbådan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","12",0,1,"ABX  985"
"2442","Aa","2+",2014,"Stridsbådan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","12","0",0,1,"ABX  991"
"2443","Aa","2+",2014,"Stridsbådan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","12","12",0,1,"ABX  988"
"2444","Aa","2+",2014,"Stridsbådan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","12","0","0",0,1,"ABX  983"
"2445","Aa","2+",2014,"Stridsbådan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","12","0","0",0,1,"ABX  986"
"2446","Aa","2+",2014,"Stridsbådan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","12","0","12",0,1,"ABX  989"
"2447",NA,"2+",2014,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","0","0","0",0,43,NA
"2448","Aa","2+",2014,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","0","0","42",0,1,"ACC  581"
"2449","Aa","2+",2014,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","0","64","0",0,1,"ACC  571"
"2450","Aa","2+",2014,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","0","64","64",0,1,"ACC  575"
"2451","Aa","2+",2014,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","0","64","64",0,1,"ACC  576"
"2452","Aa","2+",2014,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","0","36","0",0,1,"ACC  580"
"2453","Aa","2+",2014,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","0","42","0",0,1,"ACC  597"
"2454","Aa","2+",2014,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","0","42","0",0,1,"ACC  602"
"2455","Aa","2+",2014,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","64","0","64",0,1,"ACC  574"
"2456","Aa","2+",2014,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","64","65","0",0,1,"ACC  569"
"2457","Aa","2+",2014,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","83","0","0",0,1,"ACC  577"
"2458","Aa","2+",2014,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","42","0","0",0,1,"ACC  586"
"2459","Aa","2+",2014,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","42","0","0",0,1,"ACC  610"
"2460","Aa","2+",2014,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","42","0","0",0,1,"ACC  615"
"2461",NA,"2+",2015,"Abborren","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0",0,4,NA
"2462","Aa","2+",2015,"Abborren","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","6","0",0,1,"ACT  000"
"2463",NA,"2+",2015,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62","0","0",0,9,NA
"2464","Aa","2+",2015,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62","0","64",0,1,"ACT  230"
"2465","Aa","2+",2015,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62","0","64",0,1,"ACT  232"
"2466","Aa","2+",2015,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62","0","64",0,1,"ACT  234"
"2467","Aa","2+",2015,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62","0","64",0,1,"ACT  239"
"2468","Aa","2+",2015,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62","0","63",0,1,"ACT  216"
"2469","Aa","2+",2015,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62","0","63",0,1,"ACT  217"
"2470","Aa","2+",2015,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62","65","0",0,1,"ACT  223"
"2471","Aa","2+",2015,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62","64","0",0,1,"ACT  218"
"2472","Aa","2+",2015,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62","64","0",0,1,"ACT  219"
"2473","Aa","2+",2015,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62","64","0",0,1,"ACT  220"
"2474","Aa","2+",2015,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62","64","0",0,1,"ACT  224"
"2475","Aa","2+",2015,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62","64","0",0,1,"ACT  225"
"2476","Aa","2+",2015,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62","64","0",0,1,"ACT  237"
"2477","Aa","2+",2015,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62","64","64",0,1,"ACT  226"
"2478","Aa","2+",2015,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62","64","64",0,1,"ACT  228"
"2479","Aa","2+",2015,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62","64","64",0,1,"ACT  233"
"2480","Aa","2+",2015,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62","64","64",0,1,"ACT  235"
"2481","Aa","2+",2015,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62","64","64",0,1,"ACT  236"
"2482","Aa","2+",2015,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62","63","0",0,1,"ACT  214"
"2483",NA,"2+",2015,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0","0",0,49,NA
"2484","Aa","2+",2015,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0","18",0,1,"ACT  278"
"2485","Aa","2+",2015,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0","18",0,1,"ACT  280"
"2486","Aa","2+",2015,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0","18",0,1,"ACT  299"
"2487","Aa","2+",2015,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0","18",0,1,"ACT  309"
"2488","Aa","2+",2015,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0","18",0,1,"ACT  324"
"2489","Aa","2+",2015,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0","18",0,1,"ACT  331"
"2490","Aa","2+",2015,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","18","0",0,1,"ACT  279"
"2491","Aa","2+",2015,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","18","0",0,1,"ACT  281"
"2492","Aa","2+",2015,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","18","0",0,1,"ACT  284"
"2493","Aa","2+",2015,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","18","0",0,1,"ACT  289"
"2494","Aa","2+",2015,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","18","0",0,1,"ACT  293"
"2495","Aa","2+",2015,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","18","0",0,1,"ACT  307"
"2496","Aa","2+",2015,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","18","0",0,1,"ACT  308"
"2497","Aa","2+",2015,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","18","0",0,1,"ACT  311"
"2498","Aa","2+",2015,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","18","0",0,1,"ACT  319"
"2499","Aa","2+",2015,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","18","0",0,1,"ACT  325"
"2500","Aa","2+",2015,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","18","0",0,1,"ACT  327"
"2501","Aa","2+",2015,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","18","18",0,1,"ACT  269"
"2502","Aa","2+",2015,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","18","18",0,1,"ACT  277"
"2503","Aa","2+",2015,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","18","18",0,1,"ACT  282"
"2504","Aa","2+",2015,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","18","18",0,1,"ACT  287"
"2505","Aa","2+",2015,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","18","18",0,1,"ACT  294"
"2506","Aa","2+",2015,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","18","18",0,1,"ACT  296"
"2507","Aa","2+",2015,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","18","18",0,1,"ACT  310"
"2508","Aa","2+",2015,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","18","18",0,1,"ACT  316"
"2509",NA,"2+",2015,"Lillö","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","0","0",0,10,NA
"2510","Aa","2+",2015,"Lillö","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","0","30",0,1,"ACT  349"
"2511","Aa","2+",2015,"Lillö","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","0","30",0,1,"ACT  350"
"2512","Aa","2+",2015,"Lillö","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","0","0",0,1,"ACT  345"
"2513","Aa","2+",2015,"Lillö","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","30","0",0,1,"ACT  348"
"2514","Aa","2+",2015,"Lillö","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","30","0",0,1,"ACT  353"
"2515","Aa","2+",2015,"Lillö","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","30","0",0,1,"ACT  357"
"2516","Aa","2+",2015,"Lillö","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","30","0",0,1,"ACT  358"
"2517","Aa","2+",2015,"Lillö","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","30","30",0,1,"ACT  351"
"2518","Aa","2+",2015,"Lillö","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","30","30",0,1,"ACT  359"
"2519",NA,"2+",2015,"Österskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80","0","0",0,17,NA
"2520","Aa","2+",2015,"Österskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80","0","64",0,1,"ACT  210"
"2521","Aa","2+",2015,"Österskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80","0","81",0,1,"ACT  190"
"2522","Aa","2+",2015,"Österskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80","64","0",0,1,"ACT  193"
"2523","Aa","2+",2015,"Österskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80","81","0",0,1,"ACT  185"
"2524","Aa","2+",2015,"Österskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80","81","0",0,1,"ACT  191"
"2525","Aa","2+",2015,"Österskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80","81","0",0,1,"ACT  194"
"2526","Aa","2+",2015,"Österskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80","81","0",0,1,"ACT  195"
"2527","Aa","2+",2015,"Österskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80","81","0",0,1,"ACT  196"
"2528","Aa","2+",2015,"Österskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80","81","0",0,1,"ACT  197"
"2529","Aa","2+",2015,"Österskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80","81","0",0,1,"ACT  199"
"2530","Aa","2+",2015,"Österskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80","81","0",0,1,"ACT  207"
"2531","Aa","2+",2015,"Österskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80","81","0",0,1,"ACT  211"
"2532",NA,"2+",2015,"Skvimparskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0","0",0,1,NA
"2533",NA,"2+",2015,"Söderskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","0","0",0,68,NA
"2534","Aa","2+",2015,"Söderskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","0","64",0,1,"ACT  114"
"2535","Aa","2+",2015,"Söderskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","0","64",0,1,"ACT  174"
"2536","Aa","2+",2015,"Söderskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","0","48",0,1,"ACT  179"
"2537","Aa","2+",2015,"Söderskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","0","48",0,1,"ACT  149"
"2538","Aa","2+",2015,"Söderskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","0","0",0,1,"ACT  152"
"2539","Aa","2+",2015,"Söderskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","48","0",0,1,"ACT  086"
"2540","Aa","2+",2015,"Söderskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","48","0",0,1,"ACT  094"
"2541","Aa","2+",2015,"Söderskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","48","0",0,1,"ACT  097"
"2542","Aa","2+",2015,"Söderskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","48","0",0,1,"ACT  101"
"2543","Aa","2+",2015,"Söderskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","48","0",0,1,"ACT  105"
"2544","Aa","2+",2015,"Söderskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","48","0",0,1,"ACT  106"
"2545","Aa","2+",2015,"Söderskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","48","0",0,1,"ACT  113"
"2546","Aa","2+",2015,"Söderskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","48","0",0,1,"ACT  115"
"2547","Aa","2+",2015,"Söderskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","48","0",0,1,"ACT  116"
"2548","Aa","2+",2015,"Söderskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","48","0",0,1,"ACT  122"
"2549","Aa","2+",2015,"Söderskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","48","0",0,1,"ACT  124"
"2550","Aa","2+",2015,"Söderskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","48","0",0,1,"ACT  127"
"2551","Aa","2+",2015,"Söderskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","48","0",0,1,"ACT  128"
"2552","Aa","2+",2015,"Söderskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","48","0",0,1,"ACT  133"
"2553","Aa","2+",2015,"Söderskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","48","0",0,1,"ACT  135"
"2554","Aa","2+",2015,"Söderskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","48","0",0,1,"ACT  142"
"2555","Aa","2+",2015,"Söderskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","48","0",0,1,"ACT  143"
"2556","Aa","2+",2015,"Söderskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","48","0",0,1,"ACT  161"
"2557","Aa","2+",2015,"Söderskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","48","0",0,1,"ACT  168"
"2558","Aa","2+",2015,"Söderskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","48","0",0,1,"ACT  169"
"2559","Aa","2+",2015,"Söderskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","48","0",0,1,"ACT  172"
"2560","Aa","2+",2015,"Söderskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","48","0",0,1,"ACT  176"
"2561","Aa","2+",2015,"Söderskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","48","0",0,1,"ACT  181"
"2562","Aa","2+",2015,"Söderskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","48","48",0,1,"ACT  166"
"2563","Aa","2+",2015,"Söderskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","48","48",0,1,"ACT  167"
"2564",NA,"2+",2015,"Storskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","0",0,38,NA
"2565","Aa","2+",2015,"Storskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","64",0,1,"ACT  038"
"2566","Aa","2+",2015,"Storskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","36",0,1,"ACT  022"
"2567","Aa","2+",2015,"Storskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","36",0,1,"ACT  036"
"2568","Aa","2+",2015,"Storskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","36",0,1,"ACT  045"
"2569","Aa","2+",2015,"Storskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","36",0,1,"ACT  046"
"2570","Aa","2+",2015,"Storskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","36",0,1,"ACT  067"
"2571","Aa","2+",2015,"Storskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","36",0,1,"ACT  068"
"2572","Aa","2+",2015,"Storskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","36",0,1,"ACT  072"
"2573","Aa","2+",2015,"Storskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","36",0,1,"ACT  079"
"2574","Aa","2+",2015,"Storskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","36",0,1,"ACT  082"
"2575","Aa","2+",2015,"Storskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","36",0,1,"ACT  083"
"2576","Aa","2+",2015,"Storskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","36","0",0,1,"ACT  023"
"2577","Aa","2+",2015,"Storskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","36","0",0,1,"ACT  026"
"2578","Aa","2+",2015,"Storskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","36","0",0,1,"ACT  030"
"2579","Aa","2+",2015,"Storskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","36","0",0,1,"ACT  034"
"2580","Aa","2+",2015,"Storskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","36","0",0,1,"ACT  037"
"2581","Aa","2+",2015,"Storskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","36","0",0,1,"ACT  060"
"2582","Aa","2+",2015,"Storskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","36","0",0,1,"ACT  065"
"2583","Aa","2+",2015,"Storskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","36","0",0,1,"ACT  076"
"2584","Aa","2+",2015,"Storskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","36","36",0,1,"ACT  032"
"2585","Aa","2+",2015,"Storskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","36","36",0,1,"ACT  048"
"2586","Aa","2+",2015,"Storskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","36","36",0,1,"ACT  057"
"2587","Aa","2+",2015,"Storskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","36","36",0,1,"ACT  075"
"2588","Aa","2+",2015,"Storskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","36","36",0,1,"ACT  077"
"2589","Aa","2+",2015,"Storskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","36","36",0,1,"ACT  078"
"2590","Aa","2+",2015,"Storskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","36","36",0,1,"ACT  081"
"2591",NA,"2+",2015,"Stridsbådan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0",0,15,NA
"2592","Aa","2+",2015,"Stridsbådan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","12","0",0,1,"ACT  007"
"2593","Aa","2+",2015,"Stridsbådan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","12","0",0,1,"ACT  014"
"2594",NA,"2+",2015,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","0","0",0,23,NA
"2595","Aa","2+",2015,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","0","42",0,1,"ACT  249"
"2596","Aa","2+",2015,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","0","42",0,1,"ACT  251"
"2597","Aa","2+",2015,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","0","42",0,1,"ACT  261"
"2598","Aa","2+",2015,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","42","0",0,1,"ACT  243"
"2599","Aa","2+",2015,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","42","0",0,1,"ACT  267"
"2600",NA,"2+",2016,"Abborren","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0",0,4,NA
"2601","Aa","2+",2016,"Abborren","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","6",0,1,"ADC  606"
"2602",NA,"2+",2016,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62","0",0,34,NA
"2603","Aa","2+",2016,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62","64",0,1,"ACT  442"
"2604","Aa","2+",2016,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62","64",0,1,"ACT  444"
"2605","Aa","2+",2016,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62","64",0,1,"ACT  446"
"2606","Aa","2+",2016,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62","64",0,1,"ACT  447"
"2607","Aa","2+",2016,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62","64",0,1,"ACT  450"
