"","MState","MAge","Myear","MPlace","Enc_1995","Enc_1996","Enc_1997","Enc_1998","Enc_1999","Enc_2000","Enc_2001","Enc_2002","Enc_2003","Enc_2004","Enc_2005","Enc_2006","Enc_2007","Enc_2008","Enc_2009","Enc_2010","Enc_2011","Enc_2012","Enc_2013","Enc_2014","Enc_2015","Enc_2016","Enc_2017","Ch","Ad","uin"
"1",NA,"00",1995,"Abborren","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3,0,NA
"2",NA,"00",1995,"Bodskär","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",9,0,NA
"3","1","00",1995,"Bodskär","49","0","0","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,0," 8077537"
"4","1","00",1995,"Bodskär","49","50","0","0","0","0","0","0","0","0","0","0","0","0","0","63","0","0","0","63","0","0","0",1,0," 8077499"
"5",NA,"00",1995,"Kalken","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",64,0,NA
"6","1","00",1995,"Kalken","13","0","0","0","18","0","0","0","0","0","18","0","0","18","18","0","18","0","0","0","0","0","0",1,0,"90A19648"
"7",NA,"00",1995,"Lillö","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",10,0,NA
"14",NA,"00",1996,"Abborren","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4,0,NA
"15",NA,"00",1996,"Bodskär","0","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",13,0,NA
"16",NA,"00",1996,"Kalken","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",37,0,NA
"17","1","00",1996,"Kalken","0","13","0","0","0","0","18","18","18","0","18","0","0","0","18","18","18","18","18","0","0","18","0",1,0," 8089150"
"18","1","00",1996,"Kalken","0","13","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,0," 8089154"
"19","1","00",1996,"Kalken","0","13","0","0","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,0," 8089159"
"20",NA,"00",1996,"Lillö","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3,0,NA
"21","1","00",1996,"Lillö","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,0,"90A31130"
"28",NA,"00",1997,"Abborren","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",10,0,NA
"29","1","00",1997,"Abborren","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,0,"90A31338"
"30","1","00",1997,"Abborren","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,0,"90A31339"
"31","1","00",1997,"Abborren","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,0,"90A31335"
"32",NA,"00",1997,"Bodskär","0","0","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",8,0,NA
"33",NA,"00",1997,"Kalken","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",53,0,NA
"34","1","00",1997,"Kalken","0","0","13","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,0,"90A31202"
"35",NA,"00",1997,"Lillö","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",5,0,NA
"36",NA,"00",1997,"Österskär","0","0","67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",6,0,NA
"37","1","00",1997,"Österskär","0","0","67","0","0","0","0","0","0","0","0","81","0","0","0","0","0","0","0","0","0","0","0",1,0,"90A31282"
"43",NA,"00",1998,"Abborren","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",14,0,NA
"44",NA,"00",1998,"Bodskär","0","0","0","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",49,0,NA
"45",NA,"00",1998,"Kalken","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",53,0,NA
"46","1","00",1998,"Kalken","0","0","0","13","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,0," 8091379"
"47","1","00",1998,"Kalken","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,0," 8091449"
"48",NA,"00",1998,"Lillö","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",16,0,NA
"49",NA,"00",1998,"Österskär","0","0","0","67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",6,0,NA
"55",NA,"00",1999,"Abborren","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",19,0,NA
"56","1","00",1999,"Abborren","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42",1,0,"AAA  644"
"57","1","00",1999,"Abborren","0","0","0","0","1","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","6",1,0,"AAA  664"
"58","1","00",1999,"Abborren","0","0","0","0","1","0","0","0","0","0","0","81","0","0","0","0","0","0","0","0","0","0","0",1,0,"AAA  620"
"59","1","00",1999,"Abborren","0","0","0","0","1","0","0","0","0","6","0","0","0","0","6","0","0","0","0","0","0","0","0",1,0,"AAA  646"
"60","1","00",1999,"Abborren","0","0","0","0","1","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,0,"AAA  652"
"61",NA,"00",1999,"Bodskär","0","0","0","0","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",35,0,NA
"62","1","00",1999,"Bodskär","0","0","0","0","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,0,"AAA  613"
"63",NA,"00",1999,"Kalken","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",33,0,NA
"64","1","00",1999,"Kalken","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0",1,0,"AAA  730"
"65","1","00",1999,"Kalken","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,0,"AAA  729"
"66","1","00",1999,"Kalken","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64","0","0",1,0,"AAA  774"
"67","1","00",1999,"Kalken","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64","0","0",1,0,"AAA  850"
"68","1","00",1999,"Kalken","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","18","0",1,0,"AAA  769"
"69","1","00",1999,"Kalken","0","0","0","0","13","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0",1,0,"AAA  954"
"70","1","00",1999,"Kalken","0","0","0","0","13","0","0","0","0","0","0","0","0","0","18","0","18","18","0","18","18","18","18",1,0,"AAA  732"
"71","1","00",1999,"Kalken","0","0","0","0","13","0","0","0","0","0","18","0","0","0","18","0","0","0","0","0","0","0","0",1,0,"AAA  733"
"72",NA,"00",1999,"Lillö","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",5,0,NA
"73","1","00",1999,"Lillö","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0",1,0,"AAA  797"
"74",NA,"00",1999,"Österskär","0","0","0","0","67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",12,0,NA
"80",NA,"00",2000,"Abborren","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",14,0,NA
"81","1","00",2000,"Abborren","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","24","0","0","0","0","0","0",1,0,"AAB  083"
"82",NA,"00",2000,"Bodskär","0","0","0","0","0","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",27,0,NA
"83","1","00",2000,"Bodskär","0","0","0","0","0","49","0","0","0","0","63","0","0","0","0","0","0","0","0","0","0","63","0",1,0,"AAB  223"
"84",NA,"00",2000,"Kalken","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",63,0,NA
"85","1","00",2000,"Kalken","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","24","0","0","0","24","0","0","0",1,0,"AAA  906"
"86","1","00",2000,"Kalken","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,0,"AAB  050"
"87","1","00",2000,"Kalken","0","0","0","0","0","13","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0",1,0,"AAB  104"
"88","1","00",2000,"Kalken","0","0","0","0","0","13","0","0","0","18","0","0","0","0","18","0","18","0","0","0","0","0","18",1,0,"AAA  905"
"89","1","00",2000,"Kalken","0","0","0","0","0","13","0","0","0","18","0","0","0","0","18","18","0","18","18","18","18","0","18",1,0,"AAA  901"
"90","1","00",2000,"Kalken","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,0,"AAB  069"
"91",NA,"00",2000,"Lillö","0","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",22,0,NA
"92","1","00",2000,"Lillö","0","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0","30","0","0","0","30","30","0",1,0,"AAB  169"
"93","1","00",2000,"Lillö","0","0","0","0","0","25","0","0","0","0","0","30","0","0","0","30","0","0","0","0","0","0","0",1,0,"AAB  168"
"94","1","00",2000,"Lillö","0","0","0","0","0","25","0","0","0","88","0","0","0","0","0","0","0","0","0","0","0","0","0",1,0,"AAB  098"
"95",NA,"00",2000,"Österskär","0","0","0","0","0","67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",31,0,NA
"96","1","00",2000,"Österskär","0","0","0","0","0","67","0","0","0","0","0","0","0","63","0","0","0","0","0","0","0","0","0",1,0,"AAB  204"
"97","1","00",2000,"Österskär","0","0","0","0","0","67","0","0","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,0,"AAB  212"
"98","1","00",2000,"Österskär","0","0","0","0","0","67","0","0","76","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,0,"AAB  233"
"104",NA,"00",2001,"Abborren","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",10,0,NA
"105",NA,"00",2001,"Bodskär","0","0","0","0","0","0","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",42,0,NA
"106","1","00",2001,"Bodskär","0","0","0","0","0","0","49","0","0","0","0","0","0","0","81","81","0","0","0","0","0","0","0",1,0,"AAC  640"
"107","1","00",2001,"Bodskär","0","0","0","0","0","0","49","2","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0",1,0,"AAC  556"
"108",NA,"00",2001,"Kalken","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44,0,NA
"110",NA,"00",2001,"Österskär","0","0","0","0","0","0","67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",15,0,NA
"111","1","00",2001,"Österskär","0","0","0","0","0","0","67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,0,"AAC  530"
"117","1","00",2001,"Västerskär","0","0","0","0","0","0","37","0","0","40","0","0","0","0","0","0","0","0","0","0","0","0","0",1,0,"AAC  631"
"118",NA,"00",2002,"Abborren","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",16,0,NA
"119","1","00",2002,"Abborren","0","0","0","0","0","0","0","1","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0",1,0,"AAC  803"
"120",NA,"00",2002,"Bodskär","0","0","0","0","0","0","0","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",25,0,NA
"121","1","00",2002,"Bodskär","0","0","0","0","0","0","0","49","0","0","58","0","0","0","0","0","0","0","0","0","0","0","0",1,0,"AAC  988"
"122",NA,"00",2002,"Kalken","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",58,0,NA
"123","1","00",2002,"Kalken","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","88","0","0","0","0","0","0",1,0,"AAC  746"
"124","1","00",2002,"Kalken","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","88","0","0","0","0","0","0","0",1,0,"AAC  691"
"125","1","00",2002,"Kalken","0","0","0","0","0","0","0","13","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0",1,0,"AAC  938"
"126","1","00",2002,"Kalken","0","0","0","0","0","0","0","13","0","86","0","0","0","0","0","0","0","0","0","0","0","0","0",1,0,"AAC  787"
"127","1","00",2002,"Kalken","0","0","0","0","0","0","0","13","0","86","0","0","0","0","0","0","0","0","0","0","0","0","0",1,0,"AAC  936"
"128","1","00",2002,"Kalken","0","0","0","0","0","0","0","13","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,0,"AAC  900"
"129",NA,"00",2002,"Lillö","0","0","0","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7,0,NA
"130",NA,"00",2002,"Österskär","0","0","0","0","0","0","0","67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",13,0,NA
"131","1","00",2002,"Österskär","0","0","0","0","0","0","0","67","0","0","0","0","0","0","0","0","0","0","0","0","0","48","0",1,0,"AAC  685"
"132","1","00",2002,"Österskär","0","0","0","0","0","0","0","67","0","0","0","0","0","81","0","0","0","0","0","0","0","0","0",1,0,"AAC  688"
"133","1","00",2002,"Österskär","0","0","0","0","0","0","0","67","0","0","76","0","0","0","0","0","0","0","0","0","0","0","0",1,0,"AAC  654"
"135","1","00",2002,"Skvimparskär","0","0","0","0","0","0","0","19","0","0","0","0","0","0","0","0","0","0","24","24","0","0","0",1,0,"AAE  510"
"139",NA,"00",2002,"Västerskär","0","0","0","0","0","0","0","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",11,0,NA
"140",NA,"00",2003,"Abborren","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7,0,NA
"141","1","00",2003,"Abborren","0","0","0","0","0","0","0","0","1","0","0","4","0","0","6","6","6","0","0","0","0","0","0",1,0,"AAE  503"
"142",NA,"00",2003,"Bodskär","0","0","0","0","0","0","0","0","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0",25,0,NA
"143",NA,"00",2003,"Kalken","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0",28,0,NA
"144","1","00",2003,"Kalken","0","0","0","0","0","0","0","0","13","0","0","0","0","0","18","0","18","0","0","0","0","0","0",1,0,"AAK  580"
"146",NA,"00",2003,"Österskär","0","0","0","0","0","0","0","0","67","0","0","0","0","0","0","0","0","0","0","0","0","0","0",9,0,NA
"147",NA,"00",2003,"Skvimparskär","0","0","0","0","0","0","0","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2,0,NA
"148","1","00",2003,"Skvimparskär","0","0","0","0","0","0","0","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,0,"AAK  591"
"152",NA,"00",2003,"Västerskär","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0",17,0,NA
"153","1","00",2003,"Västerskär","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","0","0","0","0","88","0","0","0",1,0,"AAK  693"
"154","1","00",2003,"Västerskär","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","0","0","0","0","42","0","0","0",1,0,"AAC  889"
"155","1","00",2003,"Västerskär","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","0","0","0","0","42","0","42","0",1,0,"AAC  863"
"156","1","00",2003,"Västerskär","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","0","0","0","42","0","0","0","0",1,0,"AAK  695"
"157","1","00",2003,"Västerskär","0","0","0","0","0","0","0","0","37","0","0","0","0","42","42","0","0","0","0","0","0","0","0",1,0,"AAC  851"
"158","1","00",2003,"Västerskär","0","0","0","0","0","0","0","0","37","0","0","0","0","42","42","0","0","42","0","0","0","0","0",1,0,"AAC  854"
"159","1","00",2003,"Västerskär","0","0","0","0","0","0","0","0","37","38","0","0","0","0","0","0","0","0","0","0","0","0","0",1,0,"AAC  877"
"160","1","00",2003,"Västerskär","0","0","0","0","0","0","0","0","37","38","0","0","0","0","0","0","0","0","0","42","0","0","0",1,0,"AAC  853"
"161",NA,"00",2004,"Abborren","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",9,0,NA
"162","1","00",2004,"Abborren","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",1,0,"AAK  804"
"163","1","00",2004,"Abborren","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","6","0","6",1,0,"AAK  805"
"164",NA,"00",2004,"Bodskär","0","0","0","0","0","0","0","0","0","49","0","0","0","0","0","0","0","0","0","0","0","0","0",29,0,NA
"165","1","00",2004,"Bodskär","0","0","0","0","0","0","0","0","0","49","0","0","0","0","0","0","0","0","0","48","0","0","0",1,0,"AAK  814"
"166",NA,"00",2004,"Kalken","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0",12,0,NA
"167","1","00",2004,"Kalken","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","18","0","0","0","0","0",1,0,"AAK  535"
"168","1","00",2004,"Kalken","0","0","0","0","0","0","0","0","0","13","0","0","0","18","18","0","0","0","0","0","18","0","0",1,0,"AAK  797"
"169",NA,"00",2004,"Lillö","0","0","0","0","0","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0",1,0,NA
"170",NA,"00",2004,"Österskär","0","0","0","0","0","0","0","0","0","67","0","0","0","0","0","0","0","0","0","0","0","0","0",10,0,NA
"171","1","00",2004,"Österskär","0","0","0","0","0","0","0","0","0","67","0","0","0","81","81","0","81","81","0","0","0","0","0",1,0,"AAK  549"
"176",NA,"00",2004,"Västerskär","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","0","0","0","0","0","0","0",25,0,NA
"177","1","00",2004,"Västerskär","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","0","0","0","0","0","64","0",1,0,"AAK  618"
"178","1","00",2004,"Västerskär","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","0","0","0","0","0","81","0",1,0,"AAK  829"
"179","1","00",2004,"Västerskär","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","0","0","0","0","64","0","0",1,0,"AAK  612"
"180","1","00",2004,"Västerskär","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","0","0","0","64","64","64","64",1,0,"AAK  850"
"181","1","00",2004,"Västerskär","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","0","18","0","0","36","0","36",1,0,"AAK  616"
"182","1","00",2004,"Västerskär","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","36","0","0","0","0","0","0",1,0,"AAK  621"
"183",NA,"00",2005,"Abborren","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",10,0,NA
"184","1","00",2005,"Abborren","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",1,0,"90A71809"
"185","1","00",2005,"Abborren","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","6","6",1,0,"90A71811"
"186",NA,"00",2005,"Bodskär","0","0","0","0","0","0","0","0","0","0","49","0","0","0","0","0","0","0","0","0","0","0","0",117,0,NA
"187","1","00",2005,"Bodskär","0","0","0","0","0","0","0","0","0","0","49","0","0","0","0","0","0","0","0","0","64","0","0",1,0,"AAN  506"
"188","1","00",2005,"Bodskär","0","0","0","0","0","0","0","0","0","0","49","0","0","0","0","0","0","0","0","0","64","0","0",1,0,"AAN  660"
"189","1","00",2005,"Bodskär","0","0","0","0","0","0","0","0","0","0","49","0","0","0","0","0","0","0","0","0","82","0","0",1,0,"AAN  554"
"190","1","00",2005,"Bodskär","0","0","0","0","0","0","0","0","0","0","49","0","0","0","0","0","0","0","0","64","64","64","64",1,0,"AAN  572"
"191","1","00",2005,"Bodskär","0","0","0","0","0","0","0","0","0","0","49","0","0","0","0","0","0","63","0","0","0","64","0",1,0,"AAN  586"
"192","1","00",2005,"Bodskär","0","0","0","0","0","0","0","0","0","0","49","0","0","58","0","0","0","0","0","0","0","0","0",1,0,"AAN  667"
"193","1","00",2005,"Bodskär","0","0","0","0","0","0","0","0","0","0","49","0","0","58","0","0","0","0","0","0","0","0","0",1,0,"AAN  677"
"194",NA,"00",2005,"Kalken","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0",43,0,NA
"195","1","00",2005,"Kalken","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","18","18","18","0",1,0,"90A71853"
"196","1","00",2005,"Kalken","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","18","18","18","0",1,0,"90A71862"
"197","1","00",2005,"Kalken","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","88","0","0","0","0",1,0,"90A71871"
"198","1","00",2005,"Kalken","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","48","48","0","0","0",1,0,"90A61695"
"199","1","00",2005,"Kalken","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","18","0","0","0","0","0",1,0,"90A71858"
"200","1","00",2005,"Kalken","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","88","88","0","0","0","0","0",1,0,"90A71861"
"201","1","00",2005,"Kalken","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","24","0","0","24","0","0","24",1,0,"90A71865"
"202","1","00",2005,"Kalken","0","0","0","0","0","0","0","0","0","0","13","0","0","0","18","0","0","0","0","0","0","0","0",1,0,"90A61677"
"203","1","00",2005,"Kalken","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0",1,0,"90A71864"
"204",NA,"00",2005,"Lillö","0","0","0","0","0","0","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0",4,0,NA
"205",NA,"00",2005,"Österskär","0","0","0","0","0","0","0","0","0","0","67","0","0","0","0","0","0","0","0","0","0","0","0",7,0,NA
"208","1","00",2005,"Söderskär","0","0","0","0","0","0","0","0","0","0","43","0","0","0","0","0","0","0","0","48","0","0","0",1,0," 8109848"
"211",NA,"00",2005,"Västerskär","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","0","0","0","0","0","0",14,0,NA
"212","1","00",2005,"Västerskär","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","0","0","0","0","0","0",1,0,"AAN  682"
"213",NA,"00",2006,"Abborren","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0",11,0,NA
"214","1","00",2006,"Abborren","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","12","12","0","0",1,0,"AAE  568"
"215","1","00",2006,"Abborren","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","6","0","0","0","0","0","0",1,0,"AAE  565"
"216","1","00",2006,"Abborren","0","0","0","0","0","0","0","0","0","0","0","1","0","0","4","0","0","0","0","0","0","0","0",1,0,"AAE  572"
"217",NA,"00",2006,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","49","0","0","0","0","0","0","0","0","0","0","0",41,0,NA
"218","1","00",2006,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","49","0","0","0","0","0","0","0","0","0","64","0",1,0,"AAS  773"
"219","1","00",2006,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","49","0","0","0","0","0","0","0","0","0","81","0",1,0,"AAS  775"
"220","1","00",2006,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","49","0","0","0","0","0","0","0","0","48","0","64",1,0,"AAS  853"
"221",NA,"00",2006,"Kalken","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0",24,0,NA
"222","1","00",2006,"Kalken","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","24",1,0,"AAC  306"
"223","1","00",2006,"Kalken","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","18","0","0",1,0,"AAC  311"
"224","1","00",2006,"Kalken","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0",1,0,"AAC  308"
"225","1","00",2006,"Kalken","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","18","0","18","0","18",1,0,"AAC  310"
"226","1","00",2006,"Kalken","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","18","0","0","0","0","0",1,0,"AAC  307"
"227","1","00",2006,"Kalken","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","18","0","0","0","18","0",1,0,"AAC  326"
"228","1","00",2006,"Kalken","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","18","0","0","0","18","0","0","0",1,0,"AAS  845"
"229","1","00",2006,"Kalken","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","48","0","0","0","0","0","0","0",1,0,"AAS  842"
"230","1","00",2006,"Kalken","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0",1,0,"AAS  844"
"231","1","00",2006,"Kalken","0","0","0","0","0","0","0","0","0","0","0","13","0","15","0","0","0","0","0","0","81","81","0",1,0,"AAS  834"
"232","1","00",2006,"Kalken","0","0","0","0","0","0","0","0","0","0","0","13","0","15","0","0","0","18","0","0","0","0","0",1,0,"AAS  865"
"233",NA,"00",2006,"Lillö","0","0","0","0","0","0","0","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0",2,0,NA
"234","1","00",2006,"Lillö","0","0","0","0","0","0","0","0","0","0","0","25","0","0","0","30","0","0","0","0","0","30","0",1,0,"AAC  334"
"235",NA,"00",2006,"Österskär","0","0","0","0","0","0","0","0","0","0","0","67","0","0","0","0","0","0","0","0","0","0","0",21,0,NA
"236","1","00",2006,"Österskär","0","0","0","0","0","0","0","0","0","0","0","67","0","0","0","0","0","0","0","48","0","0","0",1,0,"AAS  972"
"237","1","00",2006,"Österskär","0","0","0","0","0","0","0","0","0","0","0","67","0","0","0","0","0","0","81","0","0","0","0",1,0,"AAS  987"
"238","1","00",2006,"Österskär","0","0","0","0","0","0","0","0","0","0","0","67","0","0","0","0","0","0","81","81","0","81","0",1,0,"AAS  996"
"239","1","00",2006,"Österskär","0","0","0","0","0","0","0","0","0","0","0","67","0","0","0","0","0","0","42","42","0","0","0",1,0,"AAS  923"
"240","1","00",2006,"Österskär","0","0","0","0","0","0","0","0","0","0","0","67","0","0","0","0","0","81","0","0","0","0","0",1,0,"AAS  965"
"241","1","00",2006,"Österskär","0","0","0","0","0","0","0","0","0","0","0","67","0","0","76","0","0","0","0","0","0","0","0",1,0,"AAS  997"
"242","1","00",2006,"Österskär","0","0","0","0","0","0","0","0","0","0","0","67","0","72","0","0","0","0","0","64","64","0","0",1,0,"AAS  964"
